,"Heavy","2-theta","Intensity"
,"","13.800","0.00334"
,"","13.820","0.00357"
,"","13.840","0.00351"
,"","13.860","0.00373"
,"","13.880","0.00533"
,"","13.900","0.00528"
,"","13.920","0.00465"
,"","13.940","0.00412"
,"","13.960","0.00587"
,"","13.980","0.00678"
,"","14.000","0.00811"
,"","14.020","0.00796"
,"","14.040","0.00717"
,"","14.060","0.00709"
,"","14.080","0.00744"
,"","14.100","0.00737"
,"","14.120","0.00629"
,"","14.140","0.00542"
,"","14.160","0.00514"
,"","14.180","0.00477"
,"","14.200","0.00413"
,"","14.220","0.00222"
,"","14.240","0.00005"
,"","14.260","0.00000"
,"","14.280","0.00000"
,"","14.300","0.00054"
,"","14.320","0.00065"
,"","14.340","0.00069"
,"","14.360","0.00065"
,"","14.380","0.00026"
,"","14.400","0.00041"
,"","14.420","0.00041"
,"","14.440","0.00026"
,"","14.460","0.00065"
,"","14.480","0.00069"
,"","14.500","0.00065"
,"","14.520","0.00026"
,"","14.540","0.00041"
,"","14.560","0.00041"
,"","14.580","0.00026"
,"","14.600","0.00065"
,"","14.620","0.00069"
,"","14.640","0.00065"
,"","14.660","0.00054"
,"","14.680","0.00034"
,"","14.700","0.00007"
,"","14.720","0.00000"
,"","14.740","0.00000"
,"","14.760","0.00000"
,"","14.780","0.00000"
,"","14.800","0.00000"
,"","14.820","0.00000"
,"","14.840","0.00000"
,"","14.860","0.00000"
,"","14.880","0.00000"
,"","14.900","0.00000"
,"","14.920","0.00000"
,"","14.940","0.00000"
,"","14.960","0.00000"
,"","14.980","0.00000"
,"","15.000","0.00000"
,"","15.020","0.00000"
,"","15.040","0.00007"
,"","15.060","0.00034"
,"","15.080","0.00054"
,"","15.100","0.00065"
,"","15.120","0.00069"
,"","15.140","0.00065"
,"","15.160","0.00054"
,"","15.180","0.00034"
,"","15.200","0.00007"
,"","15.220","0.00000"
,"","15.240","0.00000"
,"","15.260","0.00000"
,"","15.280","0.00000"
,"","15.300","0.00000"
,"","15.320","0.00000"
,"","15.340","0.00000"
,"","15.360","0.00000"
,"","15.380","0.00000"
,"","15.400","0.00000"
,"","15.420","0.00000"
,"","15.440","0.00000"
,"","15.460","0.00000"
,"","15.480","0.00000"
,"","15.500","0.00000"
,"","15.520","0.00000"
,"","15.540","0.00000"
,"","15.560","0.00000"
,"","15.580","0.00000"
,"","15.600","0.00000"
,"","15.620","0.00000"
,"","15.640","0.00021"
,"","15.660","0.00103"
,"","15.680","0.00161"
,"","15.700","0.00196"
,"","15.720","0.00207"
,"","15.740","0.00196"
,"","15.760","0.00161"
,"","15.780","0.00103"
,"","15.800","0.00021"
,"","15.820","0.00000"
,"","15.840","0.00000"
,"","15.860","0.00000"
,"","15.880","0.00000"
,"","15.900","0.00000"
,"","15.920","0.00000"
,"","15.940","0.00000"
,"","15.960","0.00000"
,"","15.980","0.00000"
,"","16.000","0.00000"
,"","16.020","0.00000"
,"","16.040","0.00000"
,"","16.060","0.00000"
,"","16.080","0.00000"
,"","16.100","0.00000"
,"","16.120","0.00000"
,"","16.140","0.00000"
,"","16.160","0.00000"
,"","16.180","0.00000"
,"","16.200","0.00000"
,"","16.220","0.00000"
,"","16.240","0.00000"
,"","16.260","0.00000"
,"","16.280","0.00000"
,"","16.300","0.00000"
,"","16.320","0.00000"
,"","16.340","0.00000"
,"","16.360","0.00000"
,"","16.380","0.00000"
,"","16.400","0.00000"
,"","16.420","0.00041"
,"","16.440","0.00088"
,"","16.460","0.00119"
,"","16.480","0.00134"
,"","16.500","0.00134"
,"","16.520","0.00119"
,"","16.540","0.00088"
,"","16.560","0.00041"
,"","16.580","0.00000"
,"","16.600","0.00000"
,"","16.620","0.00000"
,"","16.640","0.00000"
,"","16.660","0.00000"
,"","16.680","0.00007"
,"","16.700","0.00034"
,"","16.720","0.00054"
,"","16.740","0.00037"
,"","16.760","0.00076"
,"","16.780","0.00099"
,"","16.800","0.00107"
,"","16.820","0.00099"
,"","16.840","0.00076"
,"","16.860","0.00037"
,"","16.880","0.00054"
,"","16.900","0.00034"
,"","16.920","0.00007"
,"","16.940","0.00000"
,"","16.960","0.00000"
,"","16.980","0.00000"
,"","17.000","0.00000"
,"","17.020","0.00000"
,"","17.040","0.00000"
,"","17.060","0.00000"
,"","17.080","0.00000"
,"","17.100","0.00000"
,"","17.120","0.00000"
,"","17.140","0.00000"
,"","17.160","0.00000"
,"","17.180","0.00000"
,"","17.200","0.00000"
,"","17.220","0.00000"
,"","17.240","0.00007"
,"","17.260","0.00034"
,"","17.280","0.00054"
,"","17.300","0.00065"
,"","17.320","0.00069"
,"","17.340","0.00065"
,"","17.360","0.00054"
,"","17.380","0.00034"
,"","17.400","0.00007"
,"","17.420","0.00000"
,"","17.440","0.00000"
,"","17.460","0.00000"
,"","17.480","0.00000"
,"","17.500","0.00007"
,"","17.520","0.00034"
,"","17.540","0.00054"
,"","17.560","0.00065"
,"","17.580","0.00041"
,"","17.600","0.00072"
,"","17.620","0.00088"
,"","17.640","0.00088"
,"","17.660","0.00072"
,"","17.680","0.00041"
,"","17.700","0.00065"
,"","17.720","0.00054"
,"","17.740","0.00034"
,"","17.760","0.00007"
,"","17.780","0.00000"
,"","17.800","0.00000"
,"","17.820","0.00000"
,"","17.840","0.00000"
,"","17.860","0.00000"
,"","17.880","0.00000"
,"","17.900","0.00000"
,"","17.920","0.00000"
,"","17.940","0.00000"
,"","17.960","0.00000"
,"","17.980","0.00000"
,"","18.000","0.00000"
,"","18.020","0.00000"
,"","18.040","0.00000"
,"","18.060","0.00000"
,"","18.080","0.00000"
,"","18.100","0.00000"
,"","18.120","0.00000"
,"","18.140","0.00000"
,"","18.160","0.00000"
,"","18.180","0.00000"
,"","18.200","0.00000"
,"","18.220","0.00007"
,"","18.240","0.00034"
,"","18.260","0.00054"
,"","18.280","0.00065"
,"","18.300","0.00069"
,"","18.320","0.00065"
,"","18.340","0.00054"
,"","18.360","0.00034"
,"","18.380","0.00007"
,"","18.400","0.00000"
,"","18.420","0.00000"
,"","18.440","0.00000"
,"","18.460","0.00000"
,"","18.480","0.00000"
,"","18.500","0.00000"
,"","18.520","0.00007"
,"","18.540","0.00034"
,"","18.560","0.00054"
,"","18.580","0.00065"
,"","18.600","0.00069"
,"","18.620","0.00065"
,"","18.640","0.00054"
,"","18.660","0.00034"
,"","18.680","0.00007"
,"","18.700","0.00000"
,"","18.720","0.00000"
,"","18.740","0.00000"
,"","18.760","0.00000"
,"","18.780","0.00000"
,"","18.800","0.00000"
,"","18.820","0.00000"
,"","18.840","0.00000"
,"","18.860","0.00000"
,"","18.880","0.00000"
,"","18.900","0.00000"
,"","18.920","0.00000"
,"","18.940","0.00000"
,"","18.960","0.00000"
,"","18.980","0.00000"
,"","19.000","0.00000"
,"","",""
,"Ca-KA","2-theta","Intensity"
,"","110.000","0.00587"
,"","110.050","0.00599"
,"","110.100","0.00591"
,"","110.150","0.00565"
,"","110.200","0.00520"
,"","110.250","0.00457"
,"","110.300","0.00204"
,"","110.350","0.00239"
,"","110.400","0.00202"
,"","110.450","0.00343"
,"","110.500","0.00316"
,"","110.550","0.00678"
,"","110.600","0.00953"
,"","110.650","0.01005"
,"","110.700","0.01010"
,"","110.750","0.00823"
,"","110.800","0.00452"
,"","110.850","0.00436"
,"","110.900","0.00406"
,"","110.950","0.00582"
,"","111.000","0.00593"
,"","111.050","0.00949"
,"","111.100","0.00966"
,"","111.150","0.00855"
,"","111.200","0.00681"
,"","111.250","0.00442"
,"","111.300","0.00181"
,"","111.350","0.00079"
,"","111.400","0.00000"
,"","111.450","0.00062"
,"","111.500","0.00098"
,"","111.550","0.00038"
,"","111.600","0.00020"
,"","111.650","0.00030"
,"","111.700","0.00100"
,"","111.750","0.00230"
,"","111.800","0.00198"
,"","111.850","0.00321"
,"","111.900","0.00343"
,"","111.950","0.00359"
,"","112.000","0.00190"
,"","112.050","0.00328"
,"","112.100","0.00578"
,"","112.150","0.00794"
,"","112.200","0.00765"
,"","112.250","0.01066"
,"","112.300","0.01199"
,"","112.350","0.01406"
,"","112.400","0.01307"
,"","112.450","0.00882"
,"","112.500","0.00659"
,"","112.550","0.00866"
,"","112.600","0.00738"
,"","112.650","0.00892"
,"","112.700","0.01058"
,"","112.750","0.01597"
,"","112.800","0.01854"
,"","112.850","0.02268"
,"","112.900","0.02266"
,"","112.950","0.01972"
,"","113.000","0.01936"
,"","113.050","0.01508"
,"","113.100","0.01152"
,"","113.150","0.01172"
,"","113.200","0.01310"
,"","113.250","0.01301"
,"","113.300","0.01190"
,"","113.350","0.01402"
,"","113.400","0.01430"
,"","113.450","0.01430"
,"","113.500","0.01444"
,"","113.550","0.01177"
,"","113.600","0.00981"
,"","113.650","0.00860"
,"","113.700","0.00909"
,"","113.750","0.00833"
,"","113.800","0.00611"
,"","113.850","0.00528"
,"","113.900","0.00786"
,"","113.950","0.00803"
,"","114.000","0.01052"
,"","114.050","0.01526"
,"","114.100","0.01836"
,"","114.150","0.02338"
,"","114.200","0.02474"
,"","114.250","0.02654"
,"","114.300","0.02505"
,"","114.350","0.02120"
,"","114.400","0.02288"
,"","114.450","0.01807"
,"","114.500","0.01805"
,"","114.550","0.01931"
,"","114.600","0.02007"
,"","114.650","0.02262"
,"","114.700","0.02107"
,"","114.750","0.01925"
,"","114.800","0.01531"
,"","114.850","0.01139"
,"","114.900","0.01100"
,"","114.950","0.00587"
,"","115.000","0.00382"
,"","115.050","0.00110"
,"","115.100","0.00225"
,"","115.150","0.00479"
,"","115.200","0.00483"
,"","115.250","0.00570"
,"","115.300","0.00593"
,"","115.350","0.00659"
,"","115.400","0.00629"
,"","115.450","0.00548"
,"","115.500","0.00456"
,"","115.550","0.00323"
,"","115.600","0.00183"
,"","115.650","0.00184"
,"","115.700","0.00084"
,"","115.750","0.00273"
,"","115.800","0.00300"
,"","115.850","0.00327"
,"","115.900","0.00355"
,"","115.950","0.00382"
,"","116.000","0.00409"
,"","",""
,"K -KA","2-theta","Intensity"
,"","133.000","0.00000"
,"","133.050","0.00032"
,"","133.100","0.00064"
,"","133.150","0.00086"
,"","133.200","0.00097"
,"","133.250","0.00098"
,"","133.300","0.00038"
,"","133.350","0.00062"
,"","133.400","0.00062"
,"","133.450","0.00038"
,"","133.500","0.00098"
,"","133.550","0.00104"
,"","133.600","0.00098"
,"","133.650","0.00038"
,"","133.700","0.00062"
,"","133.750","0.00062"
,"","133.800","0.00038"
,"","133.850","0.00098"
,"","133.900","0.00104"
,"","133.950","0.00056"
,"","134.000","0.00091"
,"","134.050","0.00103"
,"","134.100","0.00007"
,"","134.150","0.00000"
,"","134.200","0.00196"
,"","134.250","0.00423"
,"","134.300","0.00527"
,"","134.350","0.00643"
,"","134.400","0.00667"
,"","134.450","0.00555"
,"","134.500","0.00550"
,"","134.550","0.00410"
,"","134.600","0.00135"
,"","134.650","0.00031"
,"","134.700","0.00091"
,"","134.750","0.00261"
,"","134.800","0.00319"
,"","134.850","0.00414"
,"","134.900","0.00408"
,"","134.950","0.00344"
,"","135.000","0.00328"
,"","135.050","0.00139"
,"","135.100","0.00092"
,"","135.150","0.00082"
,"","135.200","0.00035"
,"","135.250","0.00206"
,"","135.300","0.00259"
,"","135.350","0.00276"
,"","135.400","0.00259"
,"","135.450","0.00206"
,"","135.500","0.00000"
,"","135.550","0.00000"
,"","135.600","0.00226"
,"","135.650","0.00312"
,"","135.700","0.00423"
,"","135.750","0.00558"
,"","135.800","0.00330"
,"","135.850","0.00514"
,"","135.900","0.00579"
,"","135.950","0.00649"
,"","136.000","0.00814"
,"","136.050","0.01280"
,"","136.100","0.01710"
,"","136.150","0.01922"
,"","136.200","0.02029"
,"","136.250","0.01997"
,"","136.300","0.01641"
,"","136.350","0.01795"
,"","136.400","0.01699"
,"","136.450","0.01543"
,"","136.500","0.01852"
,"","136.550","0.02034"
,"","136.600","0.02422"
,"","136.650","0.02633"
,"","136.700","0.02832"
,"","136.750","0.03331"
,"","136.800","0.03170"
,"","136.850","0.03183"
,"","136.900","0.03021"
,"","136.950","0.02632"
,"","137.000","0.02493"
,"","137.050","0.02167"
,"","137.100","0.01943"
,"","137.150","0.01471"
,"","137.200","0.00979"
,"","137.250","0.00969"
,"","137.300","0.00597"
,"","137.350","0.00509"
,"","137.400","0.00491"
,"","137.450","0.00459"
,"","137.500","0.00492"
,"","137.550","0.00476"
,"","137.600","0.00400"
,"","137.650","0.00242"
,"","137.700","0.00003"
,"","137.750","0.00065"
,"","137.800","0.00125"
,"","137.850","0.00107"
,"","137.900","0.00161"
,"","137.950","0.00149"
,"","138.000","0.00030"
,"","138.050","0.00077"
,"","138.100","0.00183"
,"","138.150","0.00212"
,"","138.200","0.00164"
,"","138.250","0.00176"
,"","138.300","0.00247"
,"","138.350","0.00199"
,"","138.400","0.00211"
,"","138.450","0.00134"
,"","138.500","0.00105"
,"","138.550","0.00230"
,"","138.600","0.00235"
,"","138.650","0.00206"
,"","138.700","0.00142"
,"","138.750","0.00149"
,"","138.800","0.00091"
,"","138.850","0.00009"
,"","138.900","0.00010"
,"","138.950","0.00000"
,"","139.000","0.00000"
,"","139.050","0.00000"
,"","139.100","0.00000"
,"","139.150","0.00000"
,"","139.200","0.00010"
,"","139.250","0.00000"
,"","139.300","0.00112"
,"","139.350","0.00252"
,"","139.400","0.00345"
,"","139.450","0.00392"
,"","139.500","0.00392"
,"","139.550","0.00345"
,"","139.600","0.00210"
,"","139.650","0.00080"
,"","139.700","0.00093"
,"","139.750","0.00006"
,"","139.800","0.00000"
,"","139.850","0.00003"
,"","139.900","0.00069"
,"","139.950","0.00178"
,"","140.000","0.00332"
,"","",""
,"Cl-KA","2-theta","Intensity"
,"","90.040","0.12978"
,"","90.090","0.11143"
,"","90.140","0.09638"
,"","90.190","0.08464"
,"","90.240","0.07873"
,"","90.290","0.06826"
,"","90.340","0.06883"
,"","90.390","0.06356"
,"","90.440","0.06216"
,"","90.490","0.06064"
,"","90.540","0.06171"
,"","90.590","0.05460"
,"","90.640","0.05079"
,"","90.690","0.04578"
,"","90.740","0.04381"
,"","90.790","0.05111"
,"","90.840","0.05752"
,"","90.890","0.05772"
,"","90.940","0.05124"
,"","90.990","0.04730"
,"","91.040","0.03994"
,"","91.090","0.04597"
,"","91.140","0.04705"
,"","91.190","0.04991"
,"","91.240","0.04667"
,"","91.290","0.04825"
,"","91.340","0.04159"
,"","91.390","0.04152"
,"","91.440","0.03752"
,"","91.490","0.03822"
,"","91.540","0.03848"
,"","91.590","0.03886"
,"","91.640","0.03352"
,"","91.690","0.02749"
,"","91.740","0.02286"
,"","91.790","0.02311"
,"","91.840","0.02267"
,"","91.890","0.02216"
,"","91.940","0.02629"
,"","91.990","0.02635"
,"","92.040","0.02692"
,"","92.090","0.02730"
,"","92.140","0.02451"
,"","92.190","0.02279"
,"","92.240","0.02438"
,"","92.290","0.02279"
,"","92.340","0.02438"
,"","92.390","0.02870"
,"","92.440","0.03111"
,"","92.490","0.04197"
,"","92.540","0.04832"
,"","92.590","0.05530"
,"","92.640","0.06533"
,"","92.690","0.07181"
,"","92.740","0.08070"
,"","92.790","0.09397"
,"","92.840","0.09429"
,"","92.890","0.09365"
,"","92.940","0.08229"
,"","92.990","0.05943"
,"","93.040","0.04318"
,"","93.090","0.02679"
,"","93.140","0.01606"
,"","93.190","0.01727"
,"","93.240","0.01498"
,"","93.290","0.01390"
,"","93.340","0.01422"
,"","93.390","0.01194"
,"","93.440","0.01219"
,"","93.490","0.01327"
,"","93.540","0.01149"
,"","93.590","0.01105"
,"","93.640","0.00921"
,"","93.690","0.01143"
,"","93.740","0.01219"
,"","93.790","0.01048"
,"","93.840","0.00978"
,"","93.890","0.00768"
,"","93.940","0.00660"
,"","93.990","0.00908"
,"","94.040","0.00927"
,"","94.090","0.00914"
,"","94.140","0.00876"
,"","94.190","0.00724"
,"","94.240","0.00883"
,"","94.290","0.00959"
,"","94.340","0.01035"
,"","94.390","0.01181"
,"","94.440","0.00946"
,"","94.490","0.00927"
,"","94.540","0.00971"
,"","94.590","0.00959"
,"","94.640","0.00895"
,"","94.690","0.00781"
,"","94.740","0.00629"
,"","94.790","0.00660"
,"","94.840","0.00883"
,"","94.890","0.01213"
,"","94.940","0.01181"
,"","94.990","0.01010"
,"","95.040","0.01029"
,"","95.090","0.00883"
,"","95.140","0.00978"
,"","95.190","0.00978"
,"","95.240","0.00641"
,"","95.290","0.00375"
,"","95.340","0.00381"
,"","95.390","0.00400"
,"","95.440","0.00502"
,"","95.490","0.00743"
,"","95.540","0.00825"
,"","95.590","0.00889"
,"","95.640","0.01010"
,"","95.690","0.01003"
,"","95.740","0.00832"
,"","95.790","0.00870"
,"","95.840","0.00870"
,"","95.890","0.00724"
,"","95.940","0.00657"
,"","95.990","0.00610"
,"","96.040","0.00581"
,"","",""
,"S -KA","2-theta","Intensity"
,"","107.070","0.03918"
,"","107.120","0.03840"
,"","107.170","0.03761"
,"","107.220","0.03681"
,"","107.270","0.03600"
,"","107.320","0.03519"
,"","107.370","0.03260"
,"","107.420","0.03021"
,"","107.470","0.03423"
,"","107.520","0.03727"
,"","107.570","0.03577"
,"","107.620","0.03190"
,"","107.670","0.03005"
,"","107.720","0.02869"
,"","107.770","0.02656"
,"","107.820","0.02719"
,"","107.870","0.02854"
,"","107.920","0.03249"
,"","107.970","0.03302"
,"","108.020","0.03260"
,"","108.070","0.03162"
,"","108.120","0.03115"
,"","108.170","0.02985"
,"","108.220","0.02858"
,"","108.270","0.03292"
,"","108.320","0.03414"
,"","108.370","0.03368"
,"","108.420","0.03380"
,"","108.470","0.03503"
,"","108.520","0.03238"
,"","108.570","0.03130"
,"","108.620","0.03285"
,"","108.670","0.03092"
,"","108.720","0.02869"
,"","108.770","0.03050"
,"","108.820","0.02828"
,"","108.870","0.02832"
,"","108.920","0.03144"
,"","108.970","0.03260"
,"","109.020","0.03198"
,"","109.070","0.03014"
,"","109.120","0.03472"
,"","109.170","0.03305"
,"","109.220","0.03588"
,"","109.270","0.03727"
,"","109.320","0.03461"
,"","109.370","0.03116"
,"","109.420","0.03242"
,"","109.470","0.03389"
,"","109.520","0.03488"
,"","109.570","0.03427"
,"","109.620","0.03693"
,"","109.670","0.03560"
,"","109.720","0.03880"
,"","109.770","0.03396"
,"","109.820","0.02768"
,"","109.870","0.02474"
,"","109.920","0.02945"
,"","109.970","0.03255"
,"","110.020","0.03456"
,"","110.070","0.03947"
,"","110.120","0.04786"
,"","110.170","0.05523"
,"","110.220","0.06169"
,"","110.270","0.07050"
,"","110.320","0.07914"
,"","110.370","0.09090"
,"","110.420","0.10351"
,"","110.470","0.11865"
,"","110.520","0.14553"
,"","110.570","0.16865"
,"","110.620","0.18870"
,"","110.670","0.20711"
,"","110.720","0.21248"
,"","110.770","0.21034"
,"","110.820","0.20101"
,"","110.870","0.18260"
,"","110.920","0.15785"
,"","110.970","0.13469"
,"","111.020","0.11920"
,"","111.070","0.09521"
,"","111.120","0.07833"
,"","111.170","0.06821"
,"","111.220","0.05586"
,"","111.270","0.04793"
,"","111.320","0.04680"
,"","111.370","0.04251"
,"","111.420","0.04110"
,"","111.470","0.03829"
,"","111.520","0.03626"
,"","111.570","0.03564"
,"","111.620","0.03890"
,"","111.670","0.03937"
,"","111.720","0.03725"
,"","111.770","0.03580"
,"","111.820","0.03482"
,"","111.870","0.03082"
,"","111.920","0.03280"
,"","111.970","0.03014"
,"","112.020","0.02731"
,"","112.070","0.02524"
,"","112.120","0.02726"
,"","112.170","0.02626"
,"","112.220","0.02552"
,"","112.270","0.02491"
,"","112.320","0.02368"
,"","112.370","0.02531"
,"","112.420","0.03079"
,"","112.470","0.03058"
,"","112.520","0.03159"
,"","112.570","0.02851"
,"","112.620","0.03092"
,"","112.670","0.03060"
,"","112.720","0.03016"
,"","112.770","0.02817"
,"","112.820","0.02839"
,"","112.870","0.03133"
,"","112.920","0.03256"
,"","112.970","0.03388"
,"","113.020","0.03585"
,"","113.070","0.03357"
,"","113.120","0.03372"
,"","113.170","0.03139"
,"","113.220","0.02757"
,"","113.270","0.02690"
,"","113.320","0.02534"
,"","113.370","0.02787"
,"","113.420","0.02692"
,"","113.470","0.02911"
,"","113.520","0.02952"
,"","113.570","0.03085"
,"","113.620","0.03176"
,"","113.670","0.02997"
,"","113.720","0.02779"
,"","113.770","0.02642"
,"","113.820","0.02635"
,"","113.870","0.02617"
,"","113.920","0.02642"
,"","113.970","0.02709"
,"","114.020","0.02819"
,"","114.070","0.02972"
,"","",""
,"P -KA","2-theta","Intensity"
,"","137.100","0.11497"
,"","137.150","0.11544"
,"","137.200","0.11654"
,"","137.250","0.11826"
,"","137.300","0.12060"
,"","137.350","0.12356"
,"","137.400","0.12799"
,"","137.450","0.12850"
,"","137.500","0.12956"
,"","137.550","0.13231"
,"","137.600","0.14143"
,"","137.650","0.14455"
,"","137.700","0.15319"
,"","137.750","0.15754"
,"","137.800","0.16779"
,"","137.850","0.17816"
,"","137.900","0.19076"
,"","137.950","0.20822"
,"","138.000","0.22126"
,"","138.050","0.25114"
,"","138.100","0.28656"
,"","138.150","0.32838"
,"","138.200","0.40046"
,"","138.250","0.46674"
,"","138.300","0.53233"
,"","138.350","0.60242"
,"","138.400","0.66370"
,"","138.450","0.74203"
,"","138.500","0.80121"
,"","138.550","0.87499"
,"","138.600","0.93275"
,"","138.650","0.98345"
,"","138.700","1.03205"
,"","138.750","1.04675"
,"","138.800","1.05365"
,"","138.850","1.06543"
,"","138.900","1.06315"
,"","138.950","1.06448"
,"","139.000","1.05640"
,"","139.050","1.03342"
,"","139.100","1.00433"
,"","139.150","0.97775"
,"","139.200","0.92688"
,"","139.250","0.88220"
,"","139.300","0.84927"
,"","139.350","0.83014"
,"","139.400","0.81259"
,"","139.450","0.80520"
,"","139.500","0.81077"
,"","139.550","0.79723"
,"","139.600","0.82105"
,"","139.650","0.85364"
,"","139.700","0.86372"
,"","139.750","0.91075"
,"","139.800","0.97922"
,"","139.850","1.07170"
,"","139.900","1.15093"
,"","139.950","1.24840"
,"","140.000","1.36370"
,"","140.050","1.50998"
,"","140.100","1.69131"
,"","140.150","1.93331"
,"","140.200","2.21593"
,"","140.250","2.58323"
,"","140.300","3.09375"
,"","140.350","3.68268"
,"","140.400","4.53755"
,"","140.450","5.61905"
,"","140.500","6.90808"
,"","140.550","8.43001"
,"","140.600","10.2051"
,"","140.650","12.0511"
,"","140.700","13.9754"
,"","140.750","15.7957"
,"","140.800","17.4183"
,"","140.850","18.7445"
,"","140.900","19.7913"
,"","140.950","20.3472"
,"","141.000","20.4586"
,"","141.050","20.0653"
,"","141.100","19.2906"
,"","141.150","18.0079"
,"","141.200","16.5124"
,"","141.250","14.7458"
,"","141.300","12.8506"
,"","141.350","11.0107"
,"","141.400","9.26049"
,"","141.450","7.62436"
,"","141.500","6.24418"
,"","141.550","5.03471"
,"","141.600","4.07576"
,"","141.650","3.24367"
,"","141.700","2.61377"
,"","141.750","2.11205"
,"","141.800","1.72384"
,"","141.850","1.44604"
,"","141.900","1.22261"
,"","141.950","1.00029"
,"","142.000","0.87501"
,"","142.050","0.77688"
,"","142.100","0.68655"
,"","142.150","0.58955"
,"","142.200","0.53438"
,"","142.250","0.49746"
,"","142.300","0.44947"
,"","142.350","0.40199"
,"","142.400","0.36180"
,"","142.450","0.32776"
,"","142.500","0.31921"
,"","142.550","0.29310"
,"","142.600","0.26543"
,"","142.650","0.24787"
,"","142.700","0.23890"
,"","142.750","0.22324"
,"","142.800","0.19869"
,"","142.850","0.18874"
,"","142.900","0.18005"
,"","142.950","0.17677"
,"","143.000","0.18172"
,"","143.050","0.17260"
,"","143.100","0.16868"
,"","143.150","0.16474"
,"","143.200","0.15921"
,"","143.250","0.15402"
,"","143.300","0.14906"
,"","143.350","0.14001"
,"","143.400","0.12873"
,"","143.450","0.12626"
,"","143.500","0.12826"
,"","143.550","0.11908"
,"","143.600","0.11782"
,"","143.650","0.12209"
,"","143.700","0.13259"
,"","143.750","0.14243"
,"","143.800","0.15162"
,"","143.850","0.14805"
,"","143.900","0.14315"
,"","143.950","0.13453"
,"","144.000","0.12217"
,"","144.050","0.10609"
,"","144.100","0.08627"
,"","",""
,"Si-KA","2-theta","Intensity"
,"","105.990","0.03200"
,"","106.040","0.02892"
,"","106.090","0.02643"
,"","106.140","0.02453"
,"","106.190","0.02322"
,"","106.240","0.02250"
,"","106.290","0.02058"
,"","106.340","0.02023"
,"","106.390","0.02542"
,"","106.440","0.02891"
,"","106.490","0.02872"
,"","106.540","0.02908"
,"","106.590","0.02707"
,"","106.640","0.02657"
,"","106.690","0.02298"
,"","106.740","0.02137"
,"","106.790","0.01660"
,"","106.840","0.01298"
,"","106.890","0.01293"
,"","106.940","0.01216"
,"","106.990","0.01586"
,"","107.040","0.02014"
,"","107.090","0.02337"
,"","107.140","0.02437"
,"","107.190","0.02229"
,"","107.240","0.02439"
,"","107.290","0.02462"
,"","107.340","0.02378"
,"","107.390","0.02645"
,"","107.440","0.02668"
,"","107.490","0.03428"
,"","107.540","0.03693"
,"","107.590","0.03985"
,"","107.640","0.03952"
,"","107.690","0.04056"
,"","107.740","0.04563"
,"","107.790","0.04820"
,"","107.840","0.04542"
,"","107.890","0.04706"
,"","107.940","0.04455"
,"","107.990","0.04020"
,"","108.040","0.03576"
,"","108.090","0.03929"
,"","108.140","0.04067"
,"","108.190","0.04427"
,"","108.240","0.04357"
,"","108.290","0.04609"
,"","108.340","0.05394"
,"","108.390","0.06431"
,"","108.440","0.07692"
,"","108.490","0.09525"
,"","108.540","0.12934"
,"","108.590","0.17575"
,"","108.640","0.21592"
,"","108.690","0.25903"
,"","108.740","0.30119"
,"","108.790","0.34130"
,"","108.840","0.36366"
,"","108.890","0.38934"
,"","108.940","0.42465"
,"","108.990","0.44874"
,"","109.040","0.45283"
,"","109.090","0.44849"
,"","109.140","0.41813"
,"","109.190","0.38118"
,"","109.240","0.33918"
,"","109.290","0.28898"
,"","109.340","0.23256"
,"","109.390","0.20230"
,"","109.440","0.17995"
,"","109.490","0.15140"
,"","109.540","0.11609"
,"","109.590","0.08977"
,"","109.640","0.06209"
,"","109.690","0.04243"
,"","109.740","0.02756"
,"","109.790","0.02243"
,"","109.840","0.02220"
,"","109.890","0.02462"
,"","109.940","0.02573"
,"","109.990","0.02500"
,"","110.040","0.02246"
,"","110.090","0.01988"
,"","110.140","0.01831"
,"","110.190","0.01642"
,"","110.240","0.01299"
,"","110.290","0.01473"
,"","110.340","0.01474"
,"","110.390","0.01619"
,"","110.440","0.01772"
,"","110.490","0.01765"
,"","110.540","0.01704"
,"","110.590","0.01395"
,"","110.640","0.01251"
,"","110.690","0.01288"
,"","110.740","0.01224"
,"","110.790","0.01368"
,"","110.840","0.01403"
,"","110.890","0.01597"
,"","110.940","0.01727"
,"","110.990","0.01708"
,"","111.040","0.01478"
,"","111.090","0.01142"
,"","111.140","0.00983"
,"","111.190","0.01028"
,"","111.240","0.01046"
,"","111.290","0.01103"
,"","111.340","0.01166"
,"","111.390","0.01157"
,"","111.440","0.01252"
,"","111.490","0.01113"
,"","111.540","0.01099"
,"","111.590","0.01003"
,"","111.640","0.00872"
,"","111.690","0.00995"
,"","111.740","0.00897"
,"","111.790","0.00904"
,"","111.840","0.00920"
,"","111.890","0.00944"
,"","111.940","0.00977"
,"","111.990","0.01019"
,"","",""
,"Al-KA","2-theta","Intensity"
,"","139.950","0.11010"
,"","140.000","0.11580"
,"","140.050","0.12018"
,"","140.100","0.12324"
,"","140.150","0.12498"
,"","140.200","0.12540"
,"","140.250","0.12094"
,"","140.300","0.11468"
,"","140.350","0.10703"
,"","140.400","0.10003"
,"","140.450","0.10310"
,"","140.500","0.10240"
,"","140.550","0.09637"
,"","140.600","0.09834"
,"","140.650","0.08964"
